date,active_advisory_records,active_closure_records,active_posting_records,active_rain_advisory_records,active_bacteria_related_records,active_tijuana_river_related_records,active_sewage_infrastructure_records,active_sewage_related_records,active_enterococcus_records,active_fecal_coliform_records,active_total_coliform_records,active_ecoli_records,daily_severity_score,max_severity_score,unique_beaches_impacted,unique_stations_impacted,new_advisory_records,new_closure_records,new_posting_records,new_rain_advisory_records,new_bacteria_related_records,new_tijuana_river_related_records,new_sewage_related_records,active_records_comparison_beaches,active_records_other_san_diego_beaches,active_records_south_bay_tijuana_river_impact,closure_records_comparison_beaches,closure_records_other_san_diego_beaches,closure_records_south_bay_tijuana_river_impact,severity_score_comparison_beaches,severity_score_other_san_diego_beaches,severity_score_south_bay_tijuana_river_impact,unique_beaches_comparison_beaches,unique_beaches_other_san_diego_beaches,unique_beaches_south_bay_tijuana_river_impact,any_active_advisory,any_active_closure,any_bacteria_related_activity,any_tijuana_river_related_activity,any_sewage_related_activity,rain_mm,rain_lag1_mm,rain_3day_mm,rain_7day_mm,rainy_day,start_datetime,end_datetime,interval_hours,year,month,month_name,site_id,site_name,parameter,source,discharge_m3s,discharge_cfs,discharge_mgd,grade_code,interpolation_type,high_flow_75th,high_flow_90th,extreme_flow_95th,high_flow_day,flow_category,flow_lag1_m3s,flow_3day_mean_m3s,flow_7day_mean_m3s,high_flow_1day_window,high_flow_3day_window,high_flow_7day_window,days_from_emergency_declaration,post_emergency,emergency_reference_window,h2s_overlap_period,analysis_period
2024-09-05,6,3,3,0,6,3,0,3,6,0,0,0,9,2,6,6,1,0,1,0,1,0,0,1,1,4,0,0,3,1,1,7,1,1,4,True,True,True,True,True,0.0,0.0,0.0,0.0,False,2024-09-05,2024-09-06,24.0,2024,9,September,11013300,Tijuana River At International Boundary,Discharge,USIBWC Water Data Portal,2.32,81.930104,52.95284,-1.0,2.0,0,0,0,0,Normal / lower flow,0.91,1.5066666666666575,1.7414285714285715,0,0,0,436,1,0,0,After emergency reference window
2024-09-06,5,3,2,0,5,3,0,3,5,0,0,0,8,2,5,5,0,0,0,0,0,0,0,1,1,3,0,0,3,1,1,6,1,1,3,True,True,True,True,True,0.0,0.0,0.0,0.0,False,2024-09-06,2024-09-07,24.0,2024,9,September,11013300,Tijuana River At International Boundary,Discharge,USIBWC Water Data Portal,2.25,79.45807500000001,51.355125,-1.0,2.0,0,0,0,0,Normal / lower flow,2.32,1.8266666666666576,1.794285714285714,0,0,0,437,1,0,0,After emergency reference window
2024-09-07,5,4,1,0,5,4,0,4,5,0,0,0,9,2,5,5,1,1,0,0,1,1,1,0,1,4,0,0,4,0,1,8,0,1,4,True,True,True,True,True,0.0,0.0,0.0,0.0,False,2024-09-07,2024-09-08,24.0,2024,9,September,11013300,Tijuana River At International Boundary,Discharge,USIBWC Water Data Portal,2.34,82.636398,53.40933,-1.0,2.0,0,0,0,0,Normal / lower flow,2.25,2.3033333333333244,1.8342857142857143,0,0,0,438,1,0,0,After emergency reference window
2024-09-08,6,4,2,0,6,4,0,4,6,0,0,0,10,2,5,6,1,0,1,0,1,0,0,0,1,5,0,0,4,0,1,9,0,1,4,True,True,True,True,True,0.0,0.0,0.0,0.0,False,2024-09-08,2024-09-09,24.0,2024,9,September,11013300,Tijuana River At International Boundary,Discharge,USIBWC Water Data Portal,2.43,85.814721,55.46353500000001,-1.0,2.0,0,0,0,0,Normal / lower flow,2.34,2.339999999999991,1.9014285714285717,0,0,0,439,1,0,0,After emergency reference window
2024-09-09,7,4,3,0,7,4,0,4,7,0,0,0,11,2,6,7,1,0,1,0,1,0,0,0,1,6,0,0,4,0,1,10,0,1,5,True,True,True,True,True,0.0,0.0,0.0,0.0,False,2024-09-09,2024-09-10,24.0,2024,9,September,11013300,Tijuana River At International Boundary,Discharge,USIBWC Water Data Portal,2.15,75.926605,49.072675,-1.0,2.0,0,0,0,0,Normal / lower flow,2.43,2.3066666666666578,1.955714285714286,0,0,0,440,1,0,0,After emergency reference window
2024-09-10,7,3,4,0,7,3,0,3,7,0,0,0,10,2,7,7,2,0,2,0,2,0,0,1,1,5,0,0,3,1,1,8,1,1,5,True,True,True,True,True,0.0,0.0,0.0,0.0,False,2024-09-10,2024-09-11,24.0,2024,9,September,11013300,Tijuana River At International Boundary,Discharge,USIBWC Water Data Portal,1.25,44.143375000000006,28.530625,-1.0,2.0,0,0,0,0,Normal / lower flow,2.15,1.9433333333333245,1.95,0,0,0,441,1,0,0,After emergency reference window
2024-09-11,6,3,3,0,6,3,0,3,6,0,0,0,9,2,6,6,0,0,0,0,0,0,0,1,1,4,0,0,3,1,1,7,1,1,4,True,True,True,True,True,0.0,0.0,0.0,0.0,False,2024-09-11,2024-09-12,24.0,2024,9,September,11013300,Tijuana River At International Boundary,Discharge,USIBWC Water Data Portal,0.35,12.360145,7.988575,-1.0,2.0,0,0,0,0,Normal / lower flow,1.25,1.249999999999991,1.87,0,0,0,442,1,0,0,After emergency reference window
2024-09-12,3,2,1,0,3,2,0,2,3,0,0,0,5,2,3,3,0,0,0,0,0,0,0,0,1,2,0,0,2,0,1,4,0,1,2,True,True,True,True,True,0.0,0.0,0.0,0.0,False,2024-09-12,2024-09-13,24.0,2024,9,September,11013300,Tijuana River At International Boundary,Discharge,USIBWC Water Data Portal,0.2,7.062940000000001,4.564900000000001,-1.0,2.0,0,0,0,0,Normal / lower flow,0.35,0.599999999999991,1.567142857142857,0,0,0,443,1,0,0,After emergency reference window
2024-09-13,3,2,1,0,3,2,0,2,3,0,0,0,5,2,3,3,0,0,0,0,0,0,0,0,1,2,0,0,2,0,1,4,0,1,2,True,True,True,True,True,0.0,0.0,0.0,0.0,False,2024-09-13,2024-09-14,24.0,2024,9,September,11013300,Tijuana River At International Boundary,Discharge,USIBWC Water Data Portal,0.25,8.828675,5.706125,-1.0,2.0,0,0,0,0,Normal / lower flow,0.2,0.2666666666666576,1.2814285714285714,0,0,0,444,1,0,0,After emergency reference window
2024-09-14,4,2,2,0,4,2,0,2,4,0,0,0,6,2,4,4,1,0,1,0,1,0,0,0,1,3,0,0,2,0,1,5,0,1,3,True,True,True,True,True,0.0,0.0,0.0,0.0,False,2024-09-14,2024-09-15,24.0,2024,9,September,11013300,Tijuana River At International Boundary,Discharge,USIBWC Water Data Portal,0.26,9.181822,5.93437,-1.0,2.0,0,0,0,0,Normal / lower flow,0.25,0.2366666666666576,0.9842857142857142,0,0,0,445,1,0,0,After emergency reference window
2024-09-15,4,2,2,0,4,2,0,2,4,0,0,0,6,2,4,4,0,0,0,0,0,0,0,0,1,3,0,0,2,0,1,5,0,1,3,True,True,True,True,True,0.0,0.0,0.0,0.0,False,2024-09-15,2024-09-16,24.0,2024,9,September,11013300,Tijuana River At International Boundary,Discharge,USIBWC Water Data Portal,0.2,7.062940000000001,4.564900000000001,-1.0,2.0,0,0,0,0,Normal / lower flow,0.26,0.2366666666666576,0.6657142857142856,0,0,0,446,1,0,0,After emergency reference window
2024-09-16,4,2,2,0,4,2,0,2,4,0,0,0,6,2,4,4,1,0,1,0,1,0,0,0,1,3,0,0,2,0,1,5,0,1,3,True,True,True,True,True,0.0,0.0,0.0,0.0,False,2024-09-16,2024-09-17,24.0,2024,9,September,11013300,Tijuana River At International Boundary,Discharge,USIBWC Water Data Portal,0.21,7.416087,4.793145,-1.0,2.0,0,0,0,0,Normal / lower flow,0.2,0.2233333333333243,0.3885714285714286,0,0,0,447,1,0,0,After emergency reference window
2024-09-17,5,2,3,0,5,2,0,2,5,0,0,0,7,2,5,5,1,0,1,0,1,0,0,0,2,3,0,0,2,0,2,5,0,2,3,True,True,True,True,True,0.0,0.0,0.0,0.0,False,2024-09-17,2024-09-18,24.0,2024,9,September,11013300,Tijuana River At International Boundary,Discharge,USIBWC Water Data Portal,0.18,6.3566460000000005,4.10841,-1.0,2.0,0,0,0,0,Normal / lower flow,0.21,0.1966666666666576,0.2357142857142857,0,0,0,448,1,0,0,After emergency reference window
2024-09-18,8,5,3,0,8,2,0,2,8,0,0,0,13,2,6,7,4,3,1,0,4,0,0,1,2,5,0,0,5,1,2,10,1,2,3,True,True,True,True,True,0.0,0.0,0.0,0.0,False,2024-09-18,2024-09-19,24.0,2024,9,September,11013300,Tijuana River At International Boundary,Discharge,USIBWC Water Data Portal,0.16,5.650352000000001,3.65192,-1.0,2.0,0,0,0,0,Normal / lower flow,0.18,0.1833333333333243,0.2085714285714285,0,0,0,449,1,0,0,After emergency reference window
2024-09-19,7,5,2,0,7,2,0,2,7,0,0,0,12,2,5,6,1,1,0,0,1,1,1,1,1,5,0,0,5,1,1,10,1,1,3,True,True,True,True,True,0.0,0.0,0.0,0.0,False,2024-09-19,2024-09-20,24.0,2024,9,September,11013300,Tijuana River At International Boundary,Discharge,USIBWC Water Data Portal,0.31,10.947557,7.075595,-1.0,2.0,0,0,0,0,Normal / lower flow,0.16,0.2166666666666576,0.2242857142857142,0,0,0,450,1,0,0,After emergency reference window
2024-09-20,5,2,3,0,5,2,0,2,5,0,0,0,7,2,5,5,1,0,1,0,1,0,0,1,1,3,0,0,2,1,1,5,1,1,3,True,True,True,True,True,0.0269818175584077,0.0,0.0269818175584077,0.0269818175584077,False,2024-09-20,2024-09-21,24.0,2024,9,September,11013300,Tijuana River At International Boundary,Discharge,USIBWC Water Data Portal,0.25,8.828675,5.706125,-1.0,2.0,0,0,0,0,Normal / lower flow,0.31,0.2399999999999909,0.2242857142857142,0,0,0,451,1,0,0,After emergency reference window
2024-09-21,6,3,3,0,5,3,0,3,5,0,0,0,9,2,5,6,1,1,0,0,0,1,1,1,1,4,0,0,3,1,1,7,1,1,3,True,True,True,True,True,0.0,0.0269818175584077,0.0269818175584077,0.0269818175584077,False,2024-09-21,2024-09-22,24.0,2024,9,September,11013300,Tijuana River At International Boundary,Discharge,USIBWC Water Data Portal,0.24,8.475528,5.47788,-1.0,2.0,0,0,0,0,Normal / lower flow,0.25,0.2666666666666576,0.2214285714285714,0,0,0,452,1,0,0,After emergency reference window
2024-09-22,4,2,2,0,3,2,0,2,3,0,0,0,6,2,4,4,0,0,0,0,0,0,0,1,1,2,0,0,2,1,1,4,1,1,2,True,True,True,True,True,0.0,0.0,0.0269818175584077,0.0269818175584077,False,2024-09-22,2024-09-23,24.0,2024,9,September,11013300,Tijuana River At International Boundary,Discharge,USIBWC Water Data Portal,0.3,10.59441,6.84735,-1.0,2.0,0,0,0,0,Normal / lower flow,0.24,0.2633333333333243,0.2357142857142857,0,0,0,453,1,0,0,After emergency reference window
2024-09-23,3,1,2,0,3,1,0,1,3,0,0,0,4,2,3,3,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,2,1,1,1,True,True,True,True,True,0.0,0.0,0.0,0.0269818175584077,False,2024-09-23,2024-09-24,24.0,2024,9,September,11013300,Tijuana River At International Boundary,Discharge,USIBWC Water Data Portal,0.3,10.59441,6.84735,-1.0,2.0,0,0,0,0,Normal / lower flow,0.3,0.279999999999991,0.2485714285714285,0,0,0,454,1,0,0,After emergency reference window
2024-09-24,4,1,3,0,4,1,0,1,4,0,0,0,5,2,4,4,1,0,1,0,1,0,0,1,2,1,0,0,1,1,2,2,1,2,1,True,True,True,True,True,0.0,0.0,0.0,0.0269818175584077,False,2024-09-24,2024-09-25,24.0,2024,9,September,11013300,Tijuana River At International Boundary,Discharge,USIBWC Water Data Portal,0.23,8.122381,5.2496350000000005,-1.0,2.0,0,0,0,0,Normal / lower flow,0.3,0.2766666666666576,0.2557142857142857,0,0,0,455,1,0,0,After emergency reference window
2024-09-25,4,1,3,0,4,1,0,1,4,0,0,0,5,2,4,4,0,0,0,0,0,0,0,1,2,1,0,0,1,1,2,2,1,2,1,True,True,True,True,True,0.0,0.0,0.0,0.0269818175584077,False,2024-09-25,2024-09-26,24.0,2024,9,September,11013300,Tijuana River At International Boundary,Discharge,USIBWC Water Data Portal,0.27,9.534969000000002,6.162615000000001,-1.0,2.0,0,0,0,0,Normal / lower flow,0.23,0.2666666666666576,0.2714285714285714,0,0,0,456,1,0,1,After emergency reference window
2024-09-26,4,1,3,0,4,1,0,1,4,0,0,0,5,2,4,4,1,0,1,0,1,0,0,2,1,1,0,0,1,2,1,2,2,1,1,True,True,True,True,True,0.0,0.0,0.0,0.0269818175584077,False,2024-09-26,2024-09-27,24.0,2024,9,September,11013300,Tijuana River At International Boundary,Discharge,USIBWC Water Data Portal,0.2,7.062940000000001,4.564900000000001,-1.0,2.0,0,0,0,0,Normal / lower flow,0.27,0.2333333333333243,0.2557142857142856,0,0,0,457,1,0,1,After emergency reference window
2024-09-27,5,1,4,0,5,1,0,1,5,0,0,0,6,2,5,5,1,0,1,0,1,0,0,2,2,1,0,0,1,2,2,2,2,2,1,True,True,True,True,True,0.0,0.0,0.0,0.0,False,2024-09-27,2024-09-28,24.0,2024,9,September,11013300,Tijuana River At International Boundary,Discharge,USIBWC Water Data Portal,0.17,6.003499000000001,3.880165,-1.0,2.0,0,0,0,0,Normal / lower flow,0.2,0.2133333333333243,0.2442857142857143,0,0,0,458,1,0,1,After emergency reference window
2024-09-28,5,1,4,0,5,1,0,1,5,0,0,0,6,2,5,5,1,0,1,0,1,0,0,2,1,2,0,0,1,2,1,3,2,1,2,True,True,True,True,True,0.0,0.0,0.0,0.0,False,2024-09-28,2024-09-29,24.0,2024,9,September,11013300,Tijuana River At International Boundary,Discharge,USIBWC Water Data Portal,0.25,8.828675,5.706125,-1.0,2.0,0,0,0,0,Normal / lower flow,0.17,0.2066666666666576,0.2457142857142857,0,0,0,459,1,0,1,After emergency reference window
2024-09-29,8,1,7,0,8,1,0,1,8,0,0,0,9,2,7,8,3,0,3,0,3,0,0,2,1,5,0,0,1,2,1,6,2,1,4,True,True,True,True,True,0.0,0.0,0.0,0.0,False,2024-09-29,2024-09-30,24.0,2024,9,September,11013300,Tijuana River At International Boundary,Discharge,USIBWC Water Data Portal,0.24,8.475528,5.47788,-1.0,2.0,0,0,0,0,Normal / lower flow,0.25,0.2199999999999909,0.2371428571428571,0,0,0,460,1,0,1,After emergency reference window
2024-09-30,8,1,7,0,8,1,0,1,8,0,0,0,9,2,7,8,0,0,0,0,0,0,0,2,1,5,0,0,1,2,1,6,2,1,4,True,True,True,True,True,0.0,0.0,0.0,0.0,False,2024-09-30,2024-10-01,24.0,2024,9,September,11013300,Tijuana River At International Boundary,Discharge,USIBWC Water Data Portal,0.19,6.709793,4.336655,-1.0,2.0,0,0,0,0,Normal / lower flow,0.24,0.2266666666666576,0.2214285714285714,0,0,0,461,1,0,1,After emergency reference window
2024-10-01,8,1,7,0,8,1,0,1,8,0,0,0,9,2,7,8,0,0,0,0,0,0,0,2,1,5,0,0,1,2,1,6,2,1,4,True,True,True,True,True,0.0,0.0,0.0,0.0,False,2024-10-01,2024-10-02,24.0,2024,10,October,11013300,Tijuana River At International Boundary,Discharge,USIBWC Water Data Portal,0.29,10.241263,6.619104999999999,-1.0,2.0,0,0,0,0,Normal / lower flow,0.19,0.2399999999999909,0.2299999999999999,0,0,0,462,1,0,1,After emergency reference window
2024-10-02,8,1,7,0,8,1,0,1,8,0,0,0,9,2,7,8,0,0,0,0,0,0,0,2,1,5,0,0,1,2,1,6,2,1,4,True,True,True,True,True,0.0,0.0,0.0,0.0,False,2024-10-02,2024-10-03,24.0,2024,10,October,11013300,Tijuana River At International Boundary,Discharge,USIBWC Water Data Portal,0.23,8.122381,5.2496350000000005,-1.0,2.0,0,0,0,0,Normal / lower flow,0.29,0.2366666666666576,0.2242857142857142,0,0,0,463,1,0,1,After emergency reference window
2024-10-03,8,1,7,0,8,1,0,1,8,0,0,0,9,2,7,8,0,0,0,0,0,0,0,2,1,5,0,0,1,2,1,6,2,1,4,True,True,True,True,True,0.0,0.0,0.0,0.0,False,2024-10-03,2024-10-04,24.0,2024,10,October,11013300,Tijuana River At International Boundary,Discharge,USIBWC Water Data Portal,0.23,8.122381,5.2496350000000005,-1.0,2.0,0,0,0,0,Normal / lower flow,0.23,0.2499999999999909,0.2285714285714286,0,0,0,464,1,0,1,After emergency reference window
2024-10-04,12,2,10,0,12,2,0,2,12,0,0,0,14,2,10,11,4,1,3,0,4,1,1,4,1,7,0,0,2,4,1,9,4,1,5,True,True,True,True,True,0.0,0.0,0.0,0.0,False,2024-10-04,2024-10-05,24.0,2024,10,October,11013300,Tijuana River At International Boundary,Discharge,USIBWC Water Data Portal,0.17,6.003499000000001,3.880165,-1.0,2.0,0,0,0,0,Normal / lower flow,0.23,0.2099999999999909,0.2285714285714285,0,0,0,465,1,0,1,After emergency reference window
2024-10-05,8,2,6,0,8,2,0,2,8,0,0,0,10,2,8,8,0,0,0,0,0,0,0,4,1,3,0,0,2,4,1,5,4,1,3,True,True,True,True,True,0.0,0.0,0.0,0.0,False,2024-10-05,2024-10-06,24.0,2024,10,October,11013300,Tijuana River At International Boundary,Discharge,USIBWC Water Data Portal,0.23,8.122381,5.2496350000000005,-1.0,2.0,0,0,0,0,Normal / lower flow,0.17,0.2099999999999909,0.2257142857142857,0,0,0,466,1,0,1,After emergency reference window
2024-10-06,7,2,5,0,7,2,0,2,7,0,0,0,9,2,7,7,0,0,0,0,0,0,0,3,1,3,0,0,2,3,1,5,3,1,3,True,True,True,True,True,0.0,0.0,0.0,0.0,False,2024-10-06,2024-10-07,24.0,2024,10,October,11013300,Tijuana River At International Boundary,Discharge,USIBWC Water Data Portal,0.28,9.888116000000002,6.390860000000001,-1.0,2.0,0,0,0,0,Normal / lower flow,0.23,0.2266666666666576,0.2314285714285714,0,0,0,467,1,0,1,After emergency reference window
2024-10-07,7,2,5,0,7,2,0,2,7,0,0,0,9,2,7,7,0,0,0,0,0,0,0,3,1,3,0,0,2,3,1,5,3,1,3,True,True,True,True,True,0.0,0.0,0.0,0.0,False,2024-10-07,2024-10-08,24.0,2024,10,October,11013300,Tijuana River At International Boundary,Discharge,USIBWC Water Data Portal,0.26,9.181822,5.93437,-1.0,2.0,0,0,0,0,Normal / lower flow,0.28,0.2566666666666576,0.2414285714285714,0,0,0,468,1,0,1,After emergency reference window
2024-10-08,8,2,6,0,8,2,0,2,8,0,0,0,10,2,8,8,1,0,1,0,1,0,0,3,1,4,0,0,2,3,1,6,3,1,4,True,True,True,True,True,0.0,0.0,0.0,0.0,False,2024-10-08,2024-10-09,24.0,2024,10,October,11013300,Tijuana River At International Boundary,Discharge,USIBWC Water Data Portal,0.34,12.006998,7.760330000000001,-1.0,2.0,0,0,0,0,Normal / lower flow,0.26,0.2933333333333243,0.2485714285714285,0,0,0,469,1,0,1,After emergency reference window
2024-10-09,9,2,7,0,9,2,0,2,9,0,0,0,11,2,9,9,1,0,1,0,1,0,0,4,1,4,0,0,2,4,1,6,4,1,4,True,True,True,True,True,0.0,0.0,0.0,0.0,False,2024-10-09,2024-10-10,24.0,2024,10,October,11013300,Tijuana River At International Boundary,Discharge,USIBWC Water Data Portal,0.25,8.828675,5.706125,-1.0,2.0,0,0,0,0,Normal / lower flow,0.34,0.2833333333333243,0.2514285714285714,0,0,0,470,1,0,1,After emergency reference window
2024-10-10,7,2,5,0,7,2,0,2,7,0,0,0,9,2,7,7,0,0,0,0,0,0,0,4,1,2,0,0,2,4,1,4,4,1,2,True,True,True,True,True,0.0,0.0,0.0,0.0,False,2024-10-10,2024-10-11,24.0,2024,10,October,11013300,Tijuana River At International Boundary,Discharge,USIBWC Water Data Portal,0.24,8.475528,5.47788,-1.0,2.0,0,0,0,0,Normal / lower flow,0.25,0.2766666666666576,0.2528571428571428,0,0,0,471,1,0,1,After emergency reference window
2024-10-11,9,5,4,0,9,5,0,5,9,0,0,0,14,2,7,8,3,3,0,0,3,3,3,3,1,5,0,0,5,3,1,10,3,1,3,True,True,True,True,True,0.0,0.0,0.0,0.0,False,2024-10-11,2024-10-12,24.0,2024,10,October,11013300,Tijuana River At International Boundary,Discharge,USIBWC Water Data Portal,0.29,10.241263,6.619104999999999,-1.0,2.0,0,0,0,0,Normal / lower flow,0.24,0.2599999999999909,0.27,0,0,0,472,1,0,1,After emergency reference window
2024-10-12,8,4,4,0,8,4,0,4,8,0,0,0,12,2,7,8,0,0,0,0,0,0,0,3,1,4,0,0,4,3,1,8,3,1,3,True,True,True,True,True,0.0,0.0,0.0,0.0,False,2024-10-12,2024-10-13,24.0,2024,10,October,11013300,Tijuana River At International Boundary,Discharge,USIBWC Water Data Portal,0.3,10.59441,6.84735,-1.0,2.0,0,0,0,0,Normal / lower flow,0.29,0.2766666666666575,0.2799999999999999,0,0,0,473,1,0,1,After emergency reference window
2024-10-13,8,3,5,0,8,3,0,3,8,0,0,0,11,2,7,8,1,0,1,0,1,0,0,3,1,4,0,0,3,3,1,7,3,1,3,True,True,True,True,True,0.0,0.0,0.0,0.0,False,2024-10-13,2024-10-14,24.0,2024,10,October,11013300,Tijuana River At International Boundary,Discharge,USIBWC Water Data Portal,0.33,11.653851,7.532085,-1.0,2.0,0,0,0,0,Normal / lower flow,0.3,0.3066666666666576,0.2871428571428572,0,0,0,474,1,0,1,After emergency reference window
2024-10-14,11,5,6,0,11,5,0,5,11,0,0,0,16,2,9,10,3,2,1,0,3,2,2,3,1,7,0,0,5,3,1,12,3,1,5,True,True,True,True,True,0.0,0.0,0.0,0.0,False,2024-10-14,2024-10-15,24.0,2024,10,October,11013300,Tijuana River At International Boundary,Discharge,USIBWC Water Data Portal,0.28,9.888116000000002,6.390860000000001,-1.0,2.0,0,0,0,0,Normal / lower flow,0.33,0.3033333333333243,0.29,0,0,0,475,1,0,1,After emergency reference window
2024-10-15,11,5,6,0,11,5,0,5,11,0,0,0,16,2,9,11,1,0,1,0,1,0,0,3,1,7,0,0,5,3,1,12,3,1,5,True,True,True,True,True,0.0,0.0,0.0,0.0,False,2024-10-15,2024-10-16,24.0,2024,10,October,11013300,Tijuana River At International Boundary,Discharge,USIBWC Water Data Portal,0.22,7.769234000000001,5.02139,-1.0,2.0,0,0,0,0,Normal / lower flow,0.28,0.2766666666666576,0.2728571428571428,0,0,0,476,1,0,1,After emergency reference window
2024-10-16,11,5,6,0,11,5,0,5,11,0,0,0,16,2,10,11,1,0,1,0,1,0,0,3,2,6,0,0,5,3,2,11,3,2,5,True,True,True,True,True,0.0,0.0,0.0,0.0,False,2024-10-16,2024-10-17,24.0,2024,10,October,11013300,Tijuana River At International Boundary,Discharge,USIBWC Water Data Portal,0.24,8.475528,5.47788,-1.0,2.0,0,0,0,0,Normal / lower flow,0.22,0.2466666666666576,0.2714285714285714,0,0,0,477,1,0,1,After emergency reference window
2024-10-17,16,6,10,0,15,6,0,6,15,0,0,0,22,2,14,15,5,1,4,0,4,1,1,6,3,7,0,0,6,6,3,13,6,3,5,True,True,True,True,True,0.0,0.0,0.0,0.0,False,2024-10-17,2024-10-18,24.0,2024,10,October,11013300,Tijuana River At International Boundary,Discharge,USIBWC Water Data Portal,0.24,8.475528,5.47788,-1.0,2.0,0,0,0,0,Normal / lower flow,0.24,0.2333333333333243,0.2714285714285714,0,0,0,478,1,0,1,After emergency reference window
2024-10-18,15,6,9,0,14,6,0,6,14,0,0,0,21,2,14,15,1,0,1,0,1,0,0,6,2,7,0,0,6,6,2,13,6,2,6,True,True,True,True,True,0.0,0.0,0.0,0.0,False,2024-10-18,2024-10-19,24.0,2024,10,October,11013300,Tijuana River At International Boundary,Discharge,USIBWC Water Data Portal,0.26,9.181822,5.93437,-1.0,2.0,0,0,0,0,Normal / lower flow,0.24,0.2466666666666576,0.2671428571428572,0,0,0,479,1,0,1,After emergency reference window
2024-10-19,12,6,6,0,11,6,0,6,11,0,0,0,18,2,11,12,0,0,0,0,0,0,0,3,2,7,0,0,6,3,2,13,3,2,6,True,True,True,True,True,0.0,0.0,0.0,0.0,False,2024-10-19,2024-10-20,24.0,2024,10,October,11013300,Tijuana River At International Boundary,Discharge,USIBWC Water Data Portal,0.34,12.006998,7.760330000000001,-1.0,2.0,0,0,0,0,Normal / lower flow,0.26,0.279999999999991,0.2728571428571428,0,0,0,480,1,0,1,After emergency reference window
2024-10-20,14,6,8,0,13,6,0,6,13,0,0,0,20,2,12,14,2,0,2,0,2,0,0,3,2,9,0,0,6,3,2,15,3,2,7,True,True,True,True,True,0.0,0.0,0.0,0.0,False,2024-10-20,2024-10-21,24.0,2024,10,October,11013300,Tijuana River At International Boundary,Discharge,USIBWC Water Data Portal,0.36,12.713292,8.21682,-1.0,2.0,0,0,0,0,Normal / lower flow,0.34,0.3199999999999909,0.2771428571428572,0,0,0,481,1,0,1,After emergency reference window
2024-10-21,14,6,8,0,13,6,0,6,13,0,0,0,20,2,12,14,0,0,0,0,0,0,0,3,2,9,0,0,6,3,2,15,3,2,7,True,True,True,True,True,0.0,0.0,0.0,0.0,False,2024-10-21,2024-10-22,24.0,2024,10,October,11013300,Tijuana River At International Boundary,Discharge,USIBWC Water Data Portal,0.31,10.947557,7.075595,-1.0,2.0,0,0,0,0,Normal / lower flow,0.36,0.3366666666666576,0.2814285714285715,0,0,0,482,1,0,1,After emergency reference window
2024-10-22,14,6,8,0,13,6,0,6,13,0,0,0,20,2,12,14,0,0,0,0,0,0,0,3,2,9,0,0,6,3,2,15,3,2,7,True,True,True,True,True,0.0,0.0,0.0,0.0,False,2024-10-22,2024-10-23,24.0,2024,10,October,11013300,Tijuana River At International Boundary,Discharge,USIBWC Water Data Portal,0.34,12.006998,7.760330000000001,-1.0,2.0,0,0,0,0,Normal / lower flow,0.31,0.3366666666666576,0.2985714285714286,0,0,0,483,1,0,1,After emergency reference window
2024-10-23,14,6,8,0,13,6,0,6,13,0,0,0,20,2,12,14,0,0,0,0,0,0,0,3,2,9,0,0,6,3,2,15,3,2,7,True,True,True,True,True,0.0,0.0,0.0,0.0,False,2024-10-23,2024-10-24,24.0,2024,10,October,11013300,Tijuana River At International Boundary,Discharge,USIBWC Water Data Portal,0.29,10.241263,6.619104999999999,-1.0,2.0,0,0,0,0,Normal / lower flow,0.34,0.3133333333333243,0.3057142857142857,0,0,0,484,1,0,1,After emergency reference window
2024-10-24,13,6,7,0,12,6,0,6,12,0,0,0,19,2,12,13,1,0,1,0,1,0,0,3,3,7,0,0,6,3,3,13,3,3,6,True,True,True,True,True,0.0,0.0,0.0,0.0,False,2024-10-24,2024-10-25,24.0,2024,10,October,11013300,Tijuana River At International Boundary,Discharge,USIBWC Water Data Portal,0.2,7.062940000000001,4.564900000000001,-1.0,2.0,0,0,0,0,Normal / lower flow,0.29,0.2766666666666577,0.3,0,0,0,485,1,0,1,After emergency reference window
2024-10-25,13,6,7,0,12,6,0,6,12,0,0,0,19,2,12,13,0,0,0,0,0,0,0,3,3,7,0,0,6,3,3,13,3,3,6,True,True,True,True,True,0.0,0.0,0.0,0.0,False,2024-10-25,2024-10-26,24.0,2024,10,October,11013300,Tijuana River At International Boundary,Discharge,USIBWC Water Data Portal,0.26,9.181822,5.93437,-1.0,2.0,0,0,0,0,Normal / lower flow,0.2,0.2499999999999909,0.3,0,0,0,486,1,0,1,After emergency reference window
2024-10-26,11,6,5,0,10,6,0,6,10,0,0,0,17,2,10,11,1,0,1,0,1,0,0,2,2,7,0,0,6,2,2,13,2,2,6,True,True,True,True,True,0.0,0.0,0.0,0.0,False,2024-10-26,2024-10-27,24.0,2024,10,October,11013300,Tijuana River At International Boundary,Discharge,USIBWC Water Data Portal,0.36,12.713292,8.21682,-1.0,2.0,0,0,0,0,Normal / lower flow,0.26,0.2733333333333243,0.3028571428571429,0,0,0,487,1,0,1,After emergency reference window
