station_id,station_agency_id,beach_name_id,station_name,station_description,agency_station_identifier,beach_name,beach_type,nearest_city,water_body_name,water_body_class,water_body_type,watershed_name,ab411_beach,usepa_id,beach_access,county,county_name,station_status,beach_status,agency_name,agency_jurisdiction,regional_board,regional_board_name,station_lat,station_lon,coordinate_source,beach_upper_lat,beach_upper_lon,beach_lower_lat,beach_lower_lon,beach_mid_lat,beach_mid_lon,valid_station_point
646,23,88,PL-120,Belmont Park,PL-120,Mission Beach,UNKNOWN,San Diego,Pacific Ocean,Saltwater,Open Coast,San Diego River,Yes,CA208646,PUBLIC,San Diego,San Diego,Active,Active,County of San Diego Department of Environmental Health,County,RB9,San Diego,32.771314863,-117.253558792,station_upper,32.793314,-117.256197,32.759253,-117.254047,32.776283500000005,-117.255122,True
928,34,89,CRK Cottonwood,Cottonwood Creek,,Moonlight Beach,UNKNOWN,Encinitas,Pacific Ocean,Saltwater,Open Coast,Escondido Creek-San Luis Rey River,Yes,CA326620,PUBLIC,San Diego,San Diego,Inactive,Active,County of San Diego Department of Environmental Health,County,RB9,San Diego,33.052792,-117.288795,station_upper,33.04831,-117.299051,33.0438,-117.2925,33.046054999999996,-117.2957755,True
381,23,89,EH-420,Cottonwood Creek outlet,EH-420,Moonlight Beach,UNKNOWN,Encinitas,Pacific Ocean,Saltwater,Open Coast,Escondido Creek-San Luis Rey River,Yes,CA326620,PUBLIC,San Diego,San Diego,Active,Active,County of San Diego Department of Environmental Health,County,RB9,San Diego,33.0481,-117.2989,station_upper,33.04831,-117.299051,33.0438,-117.2925,33.046054999999996,-117.2957755,True
1100,35,89,EH-420A,North of cottonwood creek (City of Encinitas),,Moonlight Beach,UNKNOWN,Encinitas,Pacific Ocean,Saltwater,Open Coast,Escondido Creek-San Luis Rey River,Yes,CA326620,PUBLIC,San Diego,San Diego,Active,Active,County of San Diego Department of Environmental Health,County,RB9,San Diego,33.0485,-117.299,station_upper,33.04831,-117.299051,33.0438,-117.2925,33.046054999999996,-117.2957755,True
1099,35,89,EH-420B,South of cottonwood creek (City of Encinitas),,Moonlight Beach,UNKNOWN,Encinitas,Pacific Ocean,Saltwater,Open Coast,Escondido Creek-San Luis Rey River,Yes,CA326620,PUBLIC,San Diego,San Diego,Active,Active,County of San Diego Department of Environmental Health,County,RB9,San Diego,33.048,-117.299,station_upper,33.04831,-117.299051,33.0438,-117.2925,33.046054999999996,-117.2957755,True
1098,35,89,EH-421,Cottonwood Creek outlet (City of Encinitas),,Moonlight Beach,UNKNOWN,Encinitas,Pacific Ocean,Saltwater,Open Coast,Escondido Creek-San Luis Rey River,Yes,CA326620,PUBLIC,San Diego,San Diego,Inactive,Active,County of San Diego Department of Environmental Health,County,RB9,San Diego,33.0483,-117.299,station_upper,33.04831,-117.299051,33.0438,-117.2925,33.046054999999996,-117.2957755,True
642,23,90,PL-080,Bermuda Ave (D8),PL-080,Ocean Beach,UNKNOWN,San Diego,Pacific Ocean,Saltwater,Open Coast,San Diego River,No,CA799523,PUBLIC,San Diego,San Diego,Active,Active,County of San Diego Department of Environmental Health,County,RB9,San Diego,32.737,-117.25533,station_upper,32.756524,-117.251911,32.735192,-117.255806,32.745858,-117.2538585,True
1103,35,90,PL-082,Cable St (D8-B),,Ocean Beach,UNKNOWN,San Diego,Pacific Ocean,Saltwater,Open Coast,San Diego River,No,CA799523,PUBLIC,San Diego,San Diego,Active,Active,County of San Diego Department of Environmental Health,County,RB9,San Diego,32.739448,-117.254989,station_upper,32.756524,-117.251911,32.735192,-117.255806,32.745858,-117.2538585,True
643,23,90,PL-090,O.B. pier @ Narrangaset,PL-090,Ocean Beach,UNKNOWN,San Diego,Pacific Ocean,Saltwater,Open Coast,San Diego River,No,CA799523,PUBLIC,San Diego,San Diego,Active,Active,County of San Diego Department of Environmental Health,County,RB9,San Diego,32.746736106,-117.254942461,station_upper,32.756524,-117.251911,32.735192,-117.255806,32.745858,-117.2538585,True
644,23,90,PL-100,Newport Ave,PL-100,Ocean Beach,UNKNOWN,San Diego,Pacific Ocean,Saltwater,Open Coast,San Diego River,No,CA799523,PUBLIC,San Diego,San Diego,Active,Active,County of San Diego Department of Environmental Health,County,RB9,San Diego,32.7491121,-117.253271417,station_upper,32.756524,-117.251911,32.735192,-117.255806,32.745858,-117.2538585,True
645,23,90,PL-110,Stub Jetty south side,PL-110,Ocean Beach,UNKNOWN,San Diego,Pacific Ocean,Saltwater,Open Coast,San Diego River,No,CA799523,PUBLIC,San Diego,San Diego,Active,Active,County of San Diego Department of Environmental Health,County,RB9,San Diego,32.753911912,-117.25301431,station_upper,32.756524,-117.251911,32.735192,-117.255806,32.745858,-117.2538585,True
1102,35,90,PL-181,Pescadero Dr (D8-A),,Ocean Beach,UNKNOWN,San Diego,Pacific Ocean,Saltwater,Open Coast,San Diego River,No,CA799523,PUBLIC,San Diego,San Diego,Active,Active,County of San Diego Department of Environmental Health,County,RB9,San Diego,32.739,-117.25511,station_upper,32.756524,-117.251911,32.735192,-117.255806,32.745858,-117.2538585,True
605,23,416,Oceanside Harbor,Oceanside Harbor,Oceanside Harbor,Oceanside Harbor,UNKNOWN,Oceanside,Pacific Ocean,Saltwater,Open Coast,Escondido Creek-San Luis Rey River,Yes,CA359747,PUBLIC,San Diego,San Diego,Inactive,Active,County of San Diego Department of Environmental Health,County,RB9,San Diego,33.208196,-117.394991,station_upper,33.208892,-117.397348,33.207721,-117.396431,33.2083065,-117.3968895,True
921,34,416,RIV San Luis Rey,San Luis Rey River,,Oceanside Harbor,UNKNOWN,Oceanside,Pacific Ocean,Saltwater,Open Coast,Escondido Creek-San Luis Rey River,Yes,CA359747,PUBLIC,San Diego,San Diego,Inactive,Active,County of San Diego Department of Environmental Health,County,RB9,San Diego,33.211009,-117.379646,station_upper,33.208892,-117.397348,33.207721,-117.396431,33.2083065,-117.3968895,True
930,34,91,CRK Buena Vista,Buena Vista creek,,"Oceanside municipal beach, other",UNKNOWN,Oceanside,Pacific Ocean,Saltwater,Open Coast,Escondido Creek-San Luis Rey River,No,CA333308,PUBLIC,San Diego,San Diego,Inactive,Active,County of San Diego Department of Environmental Health,County,RB9,San Diego,33.180717,-117.332139,station_upper,33.206959,-117.398525,33.165153,-117.359478,33.186055999999994,-117.3790015,True
395,23,91,EH-490,Wisconsin Street,EH-490,"Oceanside municipal beach, other",UNKNOWN,Oceanside,Pacific Ocean,Saltwater,Open Coast,Escondido Creek-San Luis Rey River,No,CA333308,PUBLIC,San Diego,San Diego,Inactive,Active,County of San Diego Department of Environmental Health,County,RB9,San Diego,33.18618,-117.37744,station_upper,33.206959,-117.398525,33.165153,-117.359478,33.186055999999994,-117.3790015,True
914,34,91,LAG Buena Vista,Buena Vista Lagoon,,"Oceanside municipal beach, other",UNKNOWN,Oceanside,Pacific Ocean,Saltwater,Open Coast,Escondido Creek-San Luis Rey River,No,CA333308,PUBLIC,San Diego,San Diego,Inactive,Active,County of San Diego Department of Environmental Health,County,RB9,San Diego,33.165089,-117.357809,station_upper,33.206959,-117.398525,33.165153,-117.359478,33.186055999999994,-117.3790015,True
581,23,91,OC-010,St. Malo Beach,OC-010,"Oceanside municipal beach, other",UNKNOWN,Oceanside,Pacific Ocean,Saltwater,Open Coast,Escondido Creek-San Luis Rey River,No,CA333308,PUBLIC,San Diego,San Diego,Active,Active,County of San Diego Department of Environmental Health,County,RB9,San Diego,33.165614,-117.359991,station_upper,33.206959,-117.398525,33.165153,-117.359478,33.186055999999994,-117.3790015,True
582,23,91,OC-020,Cassidy Street,OC-020,"Oceanside municipal beach, other",UNKNOWN,Oceanside,Pacific Ocean,Saltwater,Open Coast,Escondido Creek-San Luis Rey River,No,CA333308,PUBLIC,San Diego,San Diego,Active,Active,County of San Diego Department of Environmental Health,County,RB9,San Diego,33.172928508,-117.366051164,station_upper,33.206959,-117.398525,33.165153,-117.359478,33.186055999999994,-117.3790015,True
910,34,91,OC-023,Loma Alta Creek,,"Oceanside municipal beach, other",UNKNOWN,Oceanside,Pacific Ocean,Saltwater,Open Coast,Escondido Creek-San Luis Rey River,No,CA333308,PUBLIC,San Diego,San Diego,Inactive,Active,County of San Diego Department of Environmental Health,County,RB9,San Diego,33.1767,-117.3693,station_upper,33.206959,-117.398525,33.165153,-117.359478,33.186055999999994,-117.3790015,True
585,23,91,OC-035,Oceanisde Blvd,OC-035,"Oceanside municipal beach, other",UNKNOWN,Oceanside,Pacific Ocean,Saltwater,Open Coast,Escondido Creek-San Luis Rey River,No,CA333308,PUBLIC,San Diego,San Diego,Inactive,Active,County of San Diego Department of Environmental Health,County,RB9,San Diego,33.179485,-117.373522,station_upper,33.206959,-117.398525,33.165153,-117.359478,33.186055999999994,-117.3790015,True
586,23,91,OC-040,Forster Street,OC-040,"Oceanside municipal beach, other",UNKNOWN,Oceanside,Pacific Ocean,Saltwater,Open Coast,Escondido Creek-San Luis Rey River,No,CA333308,PUBLIC,San Diego,San Diego,Active,Active,County of San Diego Department of Environmental Health,County,RB9,San Diego,33.182386087,-117.374571149,station_upper,33.206959,-117.398525,33.165153,-117.359478,33.186055999999994,-117.3790015,True
587,23,91,OC-050,Tyson Street,OC-050,"Oceanside municipal beach, other",UNKNOWN,Oceanside,Pacific Ocean,Saltwater,Open Coast,Escondido Creek-San Luis Rey River,No,CA333308,PUBLIC,San Diego,San Diego,Active,Active,County of San Diego Department of Environmental Health,County,RB9,San Diego,33.190325855,-117.381868469,station_upper,33.206959,-117.398525,33.165153,-117.359478,33.186055999999994,-117.3790015,True
588,23,91,OC-080,Oceanside pier,OC-080,"Oceanside municipal beach, other",UNKNOWN,Oceanside,Pacific Ocean,Saltwater,Open Coast,Escondido Creek-San Luis Rey River,No,CA333308,PUBLIC,San Diego,San Diego,Active,Active,County of San Diego Department of Environmental Health,County,RB9,San Diego,33.1937,-117.3843,station_upper,33.206959,-117.398525,33.165153,-117.359478,33.186055999999994,-117.3790015,True
589,23,91,OC-090,Surfrider Way,OC-090,"Oceanside municipal beach, other",UNKNOWN,Oceanside,Pacific Ocean,Saltwater,Open Coast,Escondido Creek-San Luis Rey River,No,CA333308,PUBLIC,San Diego,San Diego,Inactive,Active,County of San Diego Department of Environmental Health,County,RB9,San Diego,33.1966,-117.3869,station_upper,33.206959,-117.398525,33.165153,-117.359478,33.186055999999994,-117.3790015,True
351,23,92,EH-250,Grand Ave.,EH-250,Pacific Beach,UNKNOWN,San Diego,Pacific Ocean,Saltwater,Open Coast,San Diego River,No,CA631432,PUBLIC,San Diego,San Diego,Active,Active,County of San Diego Department of Environmental Health,County,RB9,San Diego,32.7945,-117.2562,station_upper,32.8008,-117.2594,32.7933,-117.2561,32.79705,-117.25775,True
352,23,92,EH-253,Missouri St.,EH-253,Pacific Beach,UNKNOWN,San Diego,Pacific Ocean,Saltwater,Open Coast,San Diego River,No,CA631432,PUBLIC,San Diego,San Diego,Inactive,Active,County of San Diego Department of Environmental Health,County,RB9,San Diego,32.7999829,-117.258732,station_upper,32.8008,-117.2594,32.7933,-117.2561,32.79705,-117.25775,True
1142,23,92,EH-253A,Missouri St. (150 ft North),,Pacific Beach,UNKNOWN,San Diego,Pacific Ocean,Saltwater,Open Coast,San Diego River,No,CA631432,PUBLIC,San Diego,San Diego,Inactive,Active,County of San Diego Department of Environmental Health,County,RB9,San Diego,32.800137,-117.258937,station_upper,32.8008,-117.2594,32.7933,-117.2561,32.79705,-117.25775,True
1143,23,92,EH-253B,Missouri St. (150 ft South),,Pacific Beach,UNKNOWN,San Diego,Pacific Ocean,Saltwater,Open Coast,San Diego River,No,CA631432,PUBLIC,San Diego,San Diego,Inactive,Active,County of San Diego Department of Environmental Health,County,RB9,San Diego,32.799262,-117.258532,station_upper,32.8008,-117.2594,32.7933,-117.2561,32.79705,-117.25775,True
1150,34,92,EH-254,Law Street,,Pacific Beach,UNKNOWN,San Diego,Pacific Ocean,Saltwater,Open Coast,San Diego River,No,CA631432,PUBLIC,San Diego,San Diego,Active,Active,County of San Diego Department of Environmental Health,County,RB9,San Diego,32.801389,-117.259444,station_upper,32.8008,-117.2594,32.7933,-117.2561,32.79705,-117.25775,True
1144,23,92,EH-570,Diamond,,Pacific Beach,UNKNOWN,San Diego,Pacific Ocean,Saltwater,Open Coast,San Diego River,No,CA631432,PUBLIC,San Diego,San Diego,Active,Active,County of San Diego Department of Environmental Health,County,RB9,San Diego,32.798919,-117.258353,station_upper,32.8008,-117.2594,32.7933,-117.2561,32.79705,-117.25775,True
1145,23,92,EH-571,Law Street,,Pacific Beach,UNKNOWN,San Diego,Pacific Ocean,Saltwater,Open Coast,San Diego River,No,CA631432,PUBLIC,San Diego,San Diego,Active,Active,County of San Diego Department of Environmental Health,County,RB9,San Diego,32.801575,-117.259625,station_upper,32.8008,-117.2594,32.7933,-117.2561,32.79705,-117.25775,True
1146,23,92,EH-572,Hornblend,,Pacific Beach,UNKNOWN,San Diego,Pacific Ocean,Saltwater,Open Coast,San Diego River,No,CA631432,PUBLIC,San Diego,San Diego,Active,Active,County of San Diego Department of Environmental Health,County,RB9,San Diego,32.795339,-117.256673,station_upper,32.8008,-117.2594,32.7933,-117.2561,32.79705,-117.25775,True
1147,23,92,EH-573,Loring,,Pacific Beach,UNKNOWN,San Diego,Pacific Ocean,Saltwater,Open Coast,San Diego River,No,CA631432,PUBLIC,San Diego,San Diego,Active,Active,County of San Diego Department of Environmental Health,County,RB9,San Diego,32.804155,-117.26144,station_upper,32.8008,-117.2594,32.7933,-117.2561,32.79705,-117.25775,True
410,23,92,FM-020,Crystal Pier,FM-020,Pacific Beach,UNKNOWN,San Diego,Pacific Ocean,Saltwater,Open Coast,San Diego River,No,CA631432,PUBLIC,San Diego,San Diego,Active,Active,County of San Diego Department of Environmental Health,County,RB9,San Diego,32.7961,-117.2573,station_upper,32.8008,-117.2594,32.7933,-117.2561,32.79705,-117.25775,True
373,23,373,EH-360,15th St. near outlet,EH-360,Powerhouse Park 15th Street,UNKNOWN,Del Mar,Pacific Ocean,Saltwater,Open Coast,San Diego River,No,CA650180,PUBLIC,San Diego,San Diego,Active,Active,County of San Diego Department of Environmental Health,County,RB9,San Diego,32.96,-117.268555777,station_upper,32.961524,-117.268705,32.959689,-117.268595,32.9606065,-117.26865000000001,True
374,23,373,EH-370,17th St Lifeguard station,EH-370,Powerhouse Park 15th Street,UNKNOWN,Del Mar,Pacific Ocean,Saltwater,Open Coast,San Diego River,No,CA650180,PUBLIC,San Diego,San Diego,Inactive,Active,County of San Diego Department of Environmental Health,County,RB9,San Diego,32.9624,-117.26873,station_upper,32.961524,-117.268705,32.959689,-117.268595,32.9606065,-117.26865000000001,True
157,23,93,BAY SD Bay,32nd St USN,BAY SD Bay,San Diego Bay,UNKNOWN,San Diego,Pacific Ocean,Saltwater,"Sound, Bay, or Inlet",San Diego River,No,CA506450,PUBLIC,San Diego,San Diego,Inactive,Active,County of San Diego Department of Environmental Health,County,RB9,San Diego,32.68012,-117.126294,station_upper,32.707794,-117.237025,32.703083,-117.180908,32.7054385,-117.2089665,True
158,23,93,BAY SD Bay 11,24th St Marine Terminal,BAY SD Bay 11,San Diego Bay,UNKNOWN,San Diego,Pacific Ocean,Saltwater,"Sound, Bay, or Inlet",San Diego River,No,CA506450,PUBLIC,San Diego,San Diego,Inactive,Active,County of San Diego Department of Environmental Health,County,RB9,San Diego,32.680087,-117.132953,station_upper,32.707794,-117.237025,32.703083,-117.180908,32.7054385,-117.2089665,True
159,23,93,BAY SD Bay11,SD Bay Americas Cup Harbor,BAY SD Bay11,San Diego Bay,UNKNOWN,San Diego,Pacific Ocean,Saltwater,"Sound, Bay, or Inlet",San Diego River,No,CA506450,PUBLIC,San Diego,San Diego,Inactive,Active,County of San Diego Department of Environmental Health,County,RB9,San Diego,32.722981,-117.188651,station_upper,32.707794,-117.237025,32.703083,-117.180908,32.7054385,-117.2089665,True
160,23,93,BAY SD Bay12,San Diego Bay NTCCCC,BAY SD Bay12,San Diego Bay,UNKNOWN,San Diego,Pacific Ocean,Saltwater,"Sound, Bay, or Inlet",San Diego River,No,CA506450,PUBLIC,San Diego,San Diego,Inactive,Active,County of San Diego Department of Environmental Health,County,RB9,San Diego,32.730431,-117.2139,station_upper,32.707794,-117.237025,32.703083,-117.180908,32.7054385,-117.2089665,True
161,23,93,BAY SD Bay2,San Diego Bay NASNI,BAY SD Bay2,San Diego Bay,UNKNOWN,San Diego,Pacific Ocean,Saltwater,"Sound, Bay, or Inlet",San Diego River,No,CA506450,PUBLIC,San Diego,San Diego,Inactive,Active,County of San Diego Department of Environmental Health,County,RB9,San Diego,32.712515,-117.211663,station_upper,32.707794,-117.237025,32.703083,-117.180908,32.7054385,-117.2089665,True
162,23,93,BAY SD Bay3,San Diego Bay Shelter Is yacht basin,BAY SD Bay3,San Diego Bay,UNKNOWN,San Diego,Pacific Ocean,Saltwater,"Sound, Bay, or Inlet",San Diego River,No,CA506450,PUBLIC,San Diego,San Diego,Inactive,Active,County of San Diego Department of Environmental Health,County,RB9,San Diego,32.717576,-117.231982,station_upper,32.707794,-117.237025,32.703083,-117.180908,32.7054385,-117.2089665,True
163,23,93,BAY SD Bay4,San Diego Bay NAB,BAY SD Bay4,San Diego Bay,UNKNOWN,San Diego,Pacific Ocean,Saltwater,"Sound, Bay, or Inlet",San Diego River,No,CA506450,PUBLIC,San Diego,San Diego,Inactive,Active,County of San Diego Department of Environmental Health,County,RB9,San Diego,32.673485,-117.166872,station_upper,32.707794,-117.237025,32.703083,-117.180908,32.7054385,-117.2089665,True
164,23,93,BAY SD Bay5,San Diego Bay Pt Loma sub base,BAY SD Bay5,San Diego Bay,UNKNOWN,San Diego,Pacific Ocean,Saltwater,"Sound, Bay, or Inlet",San Diego River,No,CA506450,PUBLIC,San Diego,San Diego,Inactive,Active,County of San Diego Department of Environmental Health,County,RB9,San Diego,32.695703,-117.238877,station_upper,32.707794,-117.237025,32.703083,-117.180908,32.7054385,-117.2089665,True
165,23,93,BAY SD Bay6,San Diego Bay Glorietta Bay,BAY SD Bay6,San Diego Bay,UNKNOWN,San Diego,Pacific Ocean,Saltwater,"Sound, Bay, or Inlet",San Diego River,No,CA506450,PUBLIC,San Diego,San Diego,Inactive,Active,County of San Diego Department of Environmental Health,County,RB9,San Diego,32.677368,-117.171906,station_upper,32.707794,-117.237025,32.703083,-117.180908,32.7054385,-117.2089665,True
166,23,93,BAY SD Bay7,San Diego Bay 10th Ave Marine Term,BAY SD Bay7,San Diego Bay,UNKNOWN,San Diego,Pacific Ocean,Saltwater,"Sound, Bay, or Inlet",San Diego River,No,CA506450,PUBLIC,San Diego,San Diego,Inactive,Active,County of San Diego Department of Environmental Health,County,RB9,San Diego,32.696037,-117.152278,station_upper,32.707794,-117.237025,32.703083,-117.180908,32.7054385,-117.2089665,True
167,23,93,BAY SD Bay8,San Diego Bay downtown,BAY SD Bay8,San Diego Bay,UNKNOWN,San Diego,Pacific Ocean,Saltwater,"Sound, Bay, or Inlet",San Diego River,No,CA506450,PUBLIC,San Diego,San Diego,Inactive,Active,County of San Diego Department of Environmental Health,County,RB9,San Diego,32.708089,-117.172318,station_upper,32.707794,-117.237025,32.703083,-117.180908,32.7054385,-117.2089665,True
168,23,93,BAY SD Bay9,SD Bay Chula Vista harbor,BAY SD Bay9,San Diego Bay,UNKNOWN,San Diego,Pacific Ocean,Saltwater,"Sound, Bay, or Inlet",San Diego River,No,CA506450,PUBLIC,San Diego,San Diego,Inactive,Active,County of San Diego Department of Environmental Health,County,RB9,San Diego,32.621017,-117.103313,station_upper,32.707794,-117.237025,32.703083,-117.180908,32.7054385,-117.2089665,True
169,23,93,BAY SDBay10,San Diego Bay arbor Island,BAY SDBay10,San Diego Bay,UNKNOWN,San Diego,Pacific Ocean,Saltwater,"Sound, Bay, or Inlet",San Diego River,No,CA506450,PUBLIC,San Diego,San Diego,Inactive,Active,County of San Diego Department of Environmental Health,County,RB9,San Diego,32.722295,-117.207407,station_upper,32.707794,-117.237025,32.703083,-117.180908,32.7054385,-117.2089665,True
170,23,93,BAY SDBay11,SD Bay NASSCO Shipyard,BAY SDBay11,San Diego Bay,UNKNOWN,San Diego,Pacific Ocean,Saltwater,"Sound, Bay, or Inlet",San Diego River,No,CA506450,PUBLIC,San Diego,San Diego,Inactive,Active,County of San Diego Department of Environmental Health,County,RB9,San Diego,32.691551,-117.146429,station_upper,32.707794,-117.237025,32.703083,-117.180908,32.7054385,-117.2089665,True
171,23,93,BAY SDBay12,SD Bay Crosby St Commerical pier,BAY SDBay12,San Diego Bay,UNKNOWN,San Diego,Pacific Ocean,Saltwater,"Sound, Bay, or Inlet",San Diego River,No,CA506450,PUBLIC,San Diego,San Diego,Inactive,Active,County of San Diego Department of Environmental Health,County,RB9,San Diego,32.696625,-117.152118,station_upper,32.707794,-117.237025,32.703083,-117.180908,32.7054385,-117.2089665,True
929,34,93,CRK Chollas,Chollas Creek,,San Diego Bay,UNKNOWN,San Diego,Pacific Ocean,Saltwater,"Sound, Bay, or Inlet",San Diego River,No,CA506450,PUBLIC,San Diego,San Diego,Inactive,Active,County of San Diego Department of Environmental Health,County,RB9,San Diego,32.694884,-117.123227,station_upper,32.707794,-117.237025,32.703083,-117.180908,32.7054385,-117.2089665,True
330,23,93,EH-070,Tidelands Park,EH-070,San Diego Bay,UNKNOWN,San Diego,Pacific Ocean,Saltwater,"Sound, Bay, or Inlet",San Diego River,No,CA506450,PUBLIC,San Diego,San Diego,Active,Active,County of San Diego Department of Environmental Health,County,RB9,San Diego,32.69012298,-117.164403749,station_upper,32.707794,-117.237025,32.703083,-117.180908,32.7054385,-117.2089665,True
331,23,93,EH-080,Glorietta Bay,EH-080,San Diego Bay,UNKNOWN,San Diego,Pacific Ocean,Saltwater,"Sound, Bay, or Inlet",San Diego River,No,CA506450,PUBLIC,San Diego,San Diego,Active,Active,County of San Diego Department of Environmental Health,County,RB9,San Diego,32.675214456,-117.16818134,station_upper,32.707794,-117.237025,32.703083,-117.180908,32.7054385,-117.2089665,True
332,23,93,EH-090,Silver Strand (bayside),EH-090,San Diego Bay,UNKNOWN,San Diego,Pacific Ocean,Saltwater,"Sound, Bay, or Inlet",San Diego River,No,CA506450,PUBLIC,San Diego,San Diego,Active,Active,County of San Diego Department of Environmental Health,County,RB9,San Diego,32.63631,-117.1411,station_upper,32.707794,-117.237025,32.703083,-117.180908,32.7054385,-117.2089665,True
333,23,93,EH-100,Coronado Cays,EH-100,San Diego Bay,UNKNOWN,San Diego,Pacific Ocean,Saltwater,"Sound, Bay, or Inlet",San Diego River,No,CA506450,PUBLIC,San Diego,San Diego,Inactive,Active,County of San Diego Department of Environmental Health,County,RB9,San Diego,32.629798,-117.136906,station_upper,32.707794,-117.237025,32.703083,-117.180908,32.7054385,-117.2089665,True
334,23,93,EH-110,Otay River (NR),EH-110,San Diego Bay,UNKNOWN,San Diego,Pacific Ocean,Saltwater,"Sound, Bay, or Inlet",San Diego River,No,CA506450,PUBLIC,San Diego,San Diego,Inactive,Active,County of San Diego Department of Environmental Health,County,RB9,San Diego,32.7054385,-117.2089665,beach_midpoint,32.707794,-117.237025,32.703083,-117.180908,32.7054385,-117.2089665,True
335,23,93,EH-120,Bayside Park (J Street),EH-120,San Diego Bay,UNKNOWN,San Diego,Pacific Ocean,Saltwater,"Sound, Bay, or Inlet",San Diego River,No,CA506450,PUBLIC,San Diego,San Diego,Active,Active,County of San Diego Department of Environmental Health,County,RB9,San Diego,32.628801978,-117.108093878,station_upper,32.707794,-117.237025,32.703083,-117.180908,32.7054385,-117.2089665,True
336,23,93,EH-130,Sweetwater River (NR),EH-130,San Diego Bay,UNKNOWN,San Diego,Pacific Ocean,Saltwater,"Sound, Bay, or Inlet",San Diego River,No,CA506450,PUBLIC,San Diego,San Diego,Inactive,Active,County of San Diego Department of Environmental Health,County,RB9,San Diego,32.651176,-117.105712,station_upper,32.707794,-117.237025,32.703083,-117.180908,32.7054385,-117.2089665,True
337,23,93,EH-140,Chollas Creek outlet,EH-140,San Diego Bay,UNKNOWN,San Diego,Pacific Ocean,Saltwater,"Sound, Bay, or Inlet",San Diego River,No,CA506450,PUBLIC,San Diego,San Diego,Inactive,Active,County of San Diego Department of Environmental Health,County,RB9,San Diego,32.672289,-117.117436,station_upper,32.707794,-117.237025,32.703083,-117.180908,32.7054385,-117.2089665,True
338,23,93,EH-150,Embarcadero (NR),EH-150,San Diego Bay,UNKNOWN,San Diego,Pacific Ocean,Saltwater,"Sound, Bay, or Inlet",San Diego River,No,CA506450,PUBLIC,San Diego,San Diego,Inactive,Active,County of San Diego Department of Environmental Health,County,RB9,San Diego,32.7179,-117.1735,station_upper,32.707794,-117.237025,32.703083,-117.180908,32.7054385,-117.2089665,True
340,23,93,EH-170,Naval Training Center (NR,EH-170,San Diego Bay,UNKNOWN,San Diego,Pacific Ocean,Saltwater,"Sound, Bay, or Inlet",San Diego River,No,CA506450,PUBLIC,San Diego,San Diego,Inactive,Active,County of San Diego Department of Environmental Health,County,RB9,San Diego,32.7282,-117.2138,station_upper,32.707794,-117.237025,32.703083,-117.180908,32.7054385,-117.2089665,True
341,23,93,EH-180,Kon Kai (NR),EH-180,San Diego Bay,UNKNOWN,San Diego,Pacific Ocean,Saltwater,"Sound, Bay, or Inlet",San Diego River,No,CA506450,PUBLIC,San Diego,San Diego,Inactive,Active,County of San Diego Department of Environmental Health,County,RB9,San Diego,32.7152,-117.2333,station_upper,32.707794,-117.237025,32.703083,-117.180908,32.7054385,-117.2089665,True
342,23,93,EH-190,Southwestern Yacht Club (,EH-190,San Diego Bay,UNKNOWN,San Diego,Pacific Ocean,Saltwater,"Sound, Bay, or Inlet",San Diego River,No,CA506450,PUBLIC,San Diego,San Diego,Inactive,Active,County of San Diego Department of Environmental Health,County,RB9,San Diego,32.7108,-117.231,station_upper,32.707794,-117.237025,32.703083,-117.180908,32.7054385,-117.2089665,True
343,23,93,EH-200,Shelter Is shoreline park,EH-200,San Diego Bay,UNKNOWN,San Diego,Pacific Ocean,Saltwater,"Sound, Bay, or Inlet",San Diego River,No,CA506450,PUBLIC,San Diego,San Diego,Active,Active,County of San Diego Department of Environmental Health,County,RB9,San Diego,32.714767645,-117.224159725,station_upper,32.707794,-117.237025,32.703083,-117.180908,32.7054385,-117.2089665,True
344,23,93,EH-205,Bessemer St,EH-205,San Diego Bay,UNKNOWN,San Diego,Pacific Ocean,Saltwater,"Sound, Bay, or Inlet",San Diego River,No,CA506450,PUBLIC,San Diego,San Diego,Inactive,Active,County of San Diego Department of Environmental Health,County,RB9,San Diego,32.7182,-117.233,station_upper,32.707794,-117.237025,32.703083,-117.180908,32.7054385,-117.2089665,True
345,23,93,EH-210,Lawrence (Kellogg) St.,EH-210,San Diego Bay,UNKNOWN,San Diego,Pacific Ocean,Saltwater,"Sound, Bay, or Inlet",San Diego River,No,CA506450,PUBLIC,San Diego,San Diego,Active,Active,County of San Diego Department of Environmental Health,County,RB9,San Diego,32.70921,-117.23678,station_upper,32.707794,-117.237025,32.703083,-117.180908,32.7054385,-117.2089665,True
346,23,93,EH-211,Lawrence St. outlet,EH-211,San Diego Bay,UNKNOWN,San Diego,Pacific Ocean,Saltwater,"Sound, Bay, or Inlet",San Diego River,No,CA506450,PUBLIC,San Diego,San Diego,Active,Active,County of San Diego Department of Environmental Health,County,RB9,San Diego,32.709209,-117.236837,station_upper,32.707794,-117.237025,32.703083,-117.180908,32.7054385,-117.2089665,True
